PSID,year,DPROVI,DKABUP,y,CAPITAL,MATERIAL,va,l,k,m,i
57388,2011,31,71.0,15.820868,0.0,3443545.3,14.751983,4.4188404,9.653101,15.083395,0.0
57388,2012,31,71.0,15.194461,0.0,1359107.8,14.46097,3.8066626,8.4751205,14.153722,0.0
57388,2013,31,71.0,15.92307,0.0,2903429.3,15.073411,3.8066626,9.2830334,14.912786,0.0
57398,2011,31,75.0,18.733213,56651.488,104256464.0,16.472706,7.2668276,12.154779,18.552341,0.0
57398,2012,31,75.0,19.178883,54717.059,124686984.0,17.840334,6.84375,11.956361,18.739256,0.0
57398,2014,31,75.0,18.182545,57064.152,57672004.0,15.837463,6.7117405,12.838655,18.08054,0.0
57398,2015,31,75.0,18.827871,58787.133,96876752.0,17.960581,6.8211074,13.799408,18.449656,7.4518108
57400,2011,31,72.0,15.056519,3066.8447,2594504.5,13.136741,3.1780539,9.3056507,14.797045,0.0
57400,2012,31,72.0,13.890044,0.0,11669.673,13.448582,3.3672957,10.404263,11.892962,0.0
57403,2011,31,71.0,13.885113,3185.3474,722008.25,12.294549,3.1780539,8.0709057,13.508642,0.0
57403,2012,31,71.0,14.523293,3051.1614,703415.94,13.789802,3.1354942,7.3092122,13.482553,0.0
57408,2011,31,71.0,15.115601,0.0,1677973.0,14.046715,3.713572,8.8512335,14.378126,0.0
57410,2011,31,71.0,14.623131,9385.3984,1130077.8,13.366574,3.871201,9.9522781,14.053728,0.0
57410,2012,31,71.0,14.028737,8990.0293,254222.27,13.386708,3.9318256,9.7981272,12.796983,0.0
57410,2013,31,71.0,14.278219,4347.8262,14221.734,13.922316,3.583519,9.7981272,10.957959,0.0
57410,2014,31,71.0,14.2674,243015.88,16304.347,14.187904,3.8066626,9.9034872,11.645428,12.382829
57410,2015,31,71.0,14.196957,245490.98,969766.44,13.219719,3.583519,9.0359869,13.873755,7.8140397
57412,2011,31,73.0,14.390661,0.0,769518.63,13.3592,3.0445225,9.392662,13.611544,0.0
57412,2012,31,73.0,14.62595,9898.1133,884942.81,13.81422,3.2580965,8.6995144,13.713274,9.200099
57412,2013,31,73.0,14.770697,0.0,879161.75,13.85178,3.1780539,11.184422,13.850618,0.0
57412,2014,31,73.0,14.528332,0.0,603260.81,14.130272,3.0445225,9.5749836,13.405688,0.0
57412,2015,31,73.0,14.725801,0.0,332001.66,14.751875,3.1354942,8.1886892,12.815207,0.0
57413,2012,31,74.0,14.488272,66271.953,0.0,14.001042,3.2188759,10.778956,12.7404,0.0
57413,2013,31,74.0,15.335283,61020.066,0.0,14.485624,3.2188759,11.73422,14.324999,0.0
57413,2014,31,74.0,14.906727,57920.637,0.0,14.246861,3.2188759,11.696114,14.174029,0.0
57413,2015,31,74.0,14.860526,25050.1,1551987.8,14.262023,3.871201,11.696114,14.298986,0.0
57419,2011,31,75.0,12.759832,0.0,22342.936,12.229901,3.0910425,8.8702412,10.578751,0.0
57419,2012,31,75.0,14.383531,0.0,354444.78,13.65004,2.9957323,10.851916,13.342792,0.0
57424,2012,31,74.0,14.633777,13548.609,674340.25,13.915578,3.9889841,9.7981272,13.564661,0.0
57424,2013,31,74.0,16.105391,12474.917,3115613.5,15.255733,3.9889841,10.709696,15.095107,0.0
57424,2014,31,74.0,15.676835,11841.27,2679033.5,15.016969,3.9889841,10.671603,14.944138,0.0
57424,2015,31,74.0,17.28277,0.0,29033822.0,15.496751,4.5108595,9.5819035,17.187046,0.0
57430,2013,31,74.0,15.11214,204682.28,1286405.4,14.262481,2.9957323,8.7684183,14.101855,0.0
57433,2011,31,73.0,14.182937,4578.937,666284.94,13.118119,3.4011974,7.6496925,13.441092,0.0
57467,2011,31,72.0,14.484139,5122.6265,0.0,13.990681,4.1743875,11.019023,11.962672,0.0
57467,2012,31,72.0,14.324994,0.0,0.0,13.958588,4.2484951,9.96665,11.648473,0.0
57467,2013,31,72.0,15.975669,0.0,165413.22,15.622524,3.9318256,9.9758081,12.588896,0.0
57467,2014,31,72.0,14.685652,0.0,1138238.1,13.926773,3.871201,6.9744787,14.049819,0.0
57467,2015,31,72.0,14.441288,0.0,943247.13,13.859215,3.8918202,11.376797,13.865507,0.0
57469,2014,31,75.0,14.45137,0.0,622735.44,13.857253,3.1780539,11.021494,13.64252,0.0
57469,2015,31,75.0,14.89633,0.0,1425584.5,14.110796,3.1780539,10.571265,14.470736,0.0
57472,2011,31,75.0,15.314051,0.0,1770067.9,14.245165,3.9120231,9.741909,14.576577,0.0
57473,2012,31,72.0,15.259,3967.418,0.0,14.525508,3.871201,11.832637,14.21826,0.0
57475,2011,31,74.0,13.692475,0.0,333282.13,12.673663,3.0910425,8.4918756,12.898512,0.0
57483,2011,31,75.0,12.886584,0.0,2792.8669,12.391795,3.1780539,9.392662,10.380065,0.0
57484,2011,31,75.0,14.867764,0.0,529580.63,13.798879,3.4657359,11.362684,14.130291,0.0
57484,2012,31,75.0,14.853535,0.0,385518.97,14.120043,3.4657359,10.796817,13.812796,0.0
57488,2011,31,71.0,13.824813,10352.379,220983.73,12.630654,3.4657359,10.373491,13.205956,0.0
57488,2012,31,71.0,13.814597,5203.3198,243277.63,13.115165,3.583519,10.404263,12.708894,0.0
57488,2013,31,71.0,15.699926,4790.9697,1763315.1,14.850267,3.583519,11.655718,14.689642,0.0
57488,2014,31,71.0,15.27137,4547.6191,1516228.0,14.611504,3.583519,11.617619,14.538672,0.0
57488,2015,31,71.0,15.301795,4593.1865,2124963.0,14.516261,3.583519,12.037696,14.876201,3.8191922
57490,2011,31,74.0,15.37232,18685.475,811173.31,14.303434,3.9702919,12.47331,14.634847,0.0
57490,2012,31,74.0,15.35809,17898.33,590510.31,14.624599,3.9702919,11.907431,14.317351,0.0
57494,2011,31,74.0,14.836016,0.0,1079538.0,13.76713,3.4339871,10.167773,14.098541,0.0
57494,2012,31,74.0,14.821786,0.0,785871.25,14.088294,3.4339871,9.6019096,13.781046,0.0
57494,2013,31,74.0,15.550395,0.0,1678838.1,14.700735,3.4339871,10.409913,14.540111,0.0
57508,2011,31,74.0,14.39776,7318.7148,808885.0,13.328875,2.9957323,9.0553226,13.660286,0.0
57508,2012,31,74.0,14.192354,1216.8323,468362.09,13.42022,3.1780539,9.392662,13.218167,0.0
57508,2013,31,74.0,13.736623,8444.8164,207284.11,13.040437,3.1354942,9.9034872,12.459741,8.8857155
57508,2014,31,74.0,14.865905,8015.873,1104950.9,14.206038,3.1780539,11.022,14.133207,0.0
57508,2015,31,74.0,14.563235,16833.668,1072949.6,14.036024,3.3322046,9.2103405,13.936538,9.084527
57509,2011,31,75.0,15.146386,0.0,2045346.8,13.824896,3.4339871,9.7291346,14.623025,0.0
57509,2012,31,75.0,14.821786,0.0,881252.0,14.088294,3.4339871,8.6387024,13.781046,0.0
57509,2013,31,75.0,15.550395,0.0,1882597.6,14.700735,3.4339871,9.4468346,14.540111,0.0
57509,2014,31,75.0,13.372561,0.0,294384.03,12.663509,3.2188759,9.6207933,12.690351,0.0
57509,2015,31,75.0,14.937152,0.0,1819090.9,14.151618,3.2188759,10.855879,14.511558,0.0
57510,2011,31,74.0,13.466457,0.0,157809.08,12.51077,3.8501475,10.032057,12.591792,0.0
57514,2012,31,75.0,14.383531,0.0,0.0,13.65004,2.9957323,9.2356186,13.342792,0.0
57518,2011,31,74.0,16.725039,2569.1343,7678473.0,15.656153,5.32301,9.0346766,15.987564,0.0
57518,2012,31,74.0,16.710808,2460.907,5589699.5,15.977317,5.32301,8.4688425,15.67007,0.0
57527,2011,31,75.0,15.363532,42.6609,1049187.0,14.636462,3.9120231,11.289782,14.0536,0.0
57527,2012,31,75.0,14.617982,0.0,931799.0,13.612146,3.6109178,10.308952,13.936889,0.0
57527,2013,31,75.0,15.727325,0.0,2033002.4,14.877666,3.6109178,10.472318,14.717041,0.0
57527,2014,31,75.0,14.568264,0.0,905797.0,13.892283,3.2188759,11.176753,13.852666,0.0
57527,2015,31,75.0,14.888981,0.0,1098137.3,14.51548,3.5553482,9.3976498,14.08486,0.0
57533,2011,31,75.0,17.702303,3711.8682,4528013.0,17.181923,5.0751739,11.608235,15.443749,0.0
57533,2012,31,75.0,16.462973,3555.502,4431627.0,15.729481,5.0751739,11.103558,15.422234,0.0
57533,2013,31,75.0,17.191582,3273.7375,9467174.0,16.341923,5.0751739,11.911581,16.181297,0.0
57533,2014,31,75.0,15.675146,0.0,1995772.8,15.212034,4.0943446,11.494293,14.675073,0.0
57533,2015,31,75.0,15.399514,0.0,973033.06,15.265202,4.4426513,11.608235,14.136231,0.0
57535,2011,31,71.0,15.529162,0.0,0.0,14.460277,4.1271343,11.081126,14.791689,0.0
57535,2012,31,71.0,15.514934,0.0,0.0,14.781442,4.1271343,10.515262,14.474194,0.0
57542,2011,31,72.0,14.952795,1218.2058,1781625.6,13.474653,3.3322046,11.444678,14.522242,0.0
57542,2012,31,72.0,14.997952,2117.6514,1875536.5,13.765136,3.7612002,9.9813738,14.495802,6.8017783
57543,2011,31,74.0,17.405916,0.0,6977190.5,16.337029,6.0038872,12.954884,16.668442,0.0
57543,2012,31,74.0,18.103182,0.0,10346494.0,17.36969,6.7153835,13.100502,17.062443,0.0
57543,2013,31,74.0,18.120295,0.0,10850542.0,17.270636,6.0038872,13.197033,17.11001,0.0
57543,2014,31,74.0,17.691738,0.0,9330095.0,17.031872,6.0038872,13.158935,16.95904,0.0
57543,2015,31,74.0,17.001743,615.87976,9182652.0,16.712532,5.2311087,11.4947,16.069983,6.4230518
57551,2011,31,75.0,14.985547,0.0,874820.88,13.916661,3.583519,11.020349,14.248074,0.0
57562,2011,31,74.0,14.898536,0.0,1359225.0,13.82965,3.4965076,8.4637928,14.161062,0.0
57562,2012,31,74.0,17.997149,0.0,22248202.0,17.263657,6.6093493,11.010762,16.956409,0.0
57562,2013,31,74.0,15.11214,0.0,1281085.9,14.262481,2.9957323,8.2052183,14.101855,0.0
57563,2011,31,74.0,17.151421,0.0,11088271.0,16.082535,5.749393,12.479362,16.413948,0.0
57563,2012,31,74.0,15.424458,113.51047,320538.84,14.518246,3.9318256,12.611538,14.636796,4.731895
57563,2013,31,74.0,16.048233,104.51505,478739.25,15.198574,3.9318256,12.393826,15.037949,0.0
57563,2015,31,74.0,13.76764,400.80161,17014.178,13.831696,3.7376697,10.721063,11.585465,0.0
57564,2011,31,71.0,14.39776,0.0,831401.13,13.328875,2.9957323,8.5073452,13.660286,0.0
57568,2012,31,72.0,13.499177,2589.8547,56644.504,12.833271,3.1780539,9.6803436,12.322684,0.0
57568,2013,31,72.0,13.099186,797.65887,0.0,12.630127,3.1354942,9.1590471,11.029234,0.0
57568,2014,31,72.0,12.791902,714.28571,0.0,12.608272,3.1354942,9.2301426,10.985764,0.0
57568,2015,31,72.0,14.85377,721.44287,0.0,14.068237,3.1354942,12.087273,14.428176,1.968114
57579,2011,31,75.0,15.012946,0.0,1309849.0,13.94406,3.6109178,9.4408169,14.275473,0.0
57579,2012,31,75.0,14.998716,0.0,953531.19,14.265225,3.6109178,8.8759861,13.957977,0.0
57579,2013,31,75.0,15.727325,0.0,2037005.3,14.877666,3.6109178,9.6839628,14.717041,0.0
57579,2014,31,75.0,15.298769,0.0,1751567.6,14.638903,3.6109178,9.6458168,14.566072,0.0
57579,2015,31,75.0,15.329194,0.0,2454786.5,14.54366,3.6109178,10.065904,14.9036,0.0
57600,2011,31,74.0,14.836016,6935.0225,1281647.5,13.76713,3.4339871,8.9757566,14.098541,0.0
57600,2012,31,74.0,14.821786,6642.8779,933001.44,14.088294,3.4339871,8.409831,13.781046,0.0
57600,2013,31,74.0,14.842775,0.0,1529406.9,13.457652,3.2580965,9.392662,14.293026,0.0
57600,2014,31,74.0,13.991998,10214.286,355959.38,13.566917,3.2580965,9.9522781,12.923081,9.2315426
57600,2015,31,74.0,14.751873,9619.2383,1461096.0,14.056644,3.1354942,10.691945,14.266094,0.0
57602,2011,31,71.0,13.842553,2900.9414,0.0,13.424445,3.5263605,8.4118328,9.1491432,0.0
57602,2012,31,71.0,13.121873,19018.906,129440.19,12.473076,3.1354942,8.9871969,11.906231,9.6876898
57602,2013,31,71.0,14.565894,253762.55,2535.0686,14.133385,3.2958369,9.7981272,12.245264,12.366249
57602,2014,31,71.0,13.613522,320317.47,9057.9707,13.440629,3.4339871,10.308952,11.750957,11.105783
57602,2015,31,71.0,13.290716,1763.5271,39366.137,13.32771,3.0910425,9.1695185,11.310282,0.0
57607,2011,31,75.0,14.39776,0.0,635167.75,13.328875,2.9957323,10.516617,13.660286,0.0
57607,2012,31,75.0,14.383531,0.0,462383.5,13.65004,2.9957323,9.9507532,13.342792,0.0
57607,2013,31,75.0,15.11214,0.0,987778.44,14.262481,2.9957323,10.758775,14.101855,0.0
57607,2014,31,75.0,14.683583,0.0,849364.38,14.023717,2.9957323,10.720687,13.950886,0.0
57607,2015,31,75.0,14.714008,0.0,1190366.9,13.928474,2.9957323,11.140759,14.288414,0.0
57609,2011,31,75.0,13.778362,0.0,34662.27,13.29702,3.1354942,8.546752,11.108396,0.0
57621,2011,31,74.0,14.620904,0.0,946941.06,13.552018,3.2188759,7.3537221,13.88343,0.0
57624,2011,31,74.0,14.092519,19491.293,500323.5,13.145935,3.6109178,9.6158056,13.20521,0.0
57624,2012,31,74.0,14.282201,19408.02,535784.44,13.507428,3.6375861,10.085809,13.31231,0.0
57624,2013,31,74.0,14.119579,9019.6494,454453.28,13.27461,3.6375861,9.5680151,13.102642,0.0
57624,2014,31,74.0,14.602425,10357.143,1120780.4,13.822424,3.6375861,10.203592,13.984962,7.1985521
57624,2015,31,74.0,13.970159,11983.968,188083.81,13.890926,3.6109178,10.308952,12.538319,7.3943858
57625,2011,31,72.0,15.036798,1397.3816,0.0,14.573127,5.2983174,11.058039,12.096313,0.0
57625,2013,31,72.0,15.430118,0.0,68658.109,15.040257,5.1761498,11.407565,12.685046,0.0
57625,2014,31,72.0,16.864,0.0,2154677.5,16.204134,5.1761498,14.298862,16.131304,0.0
57625,2015,31,72.0,16.894426,0.0,3019737.3,16.108892,5.1761498,14.71894,16.468832,0.0
57638,2011,31,74.0,14.898536,0.0,384016.41,13.82965,3.4965076,12.427423,14.161062,0.0
57638,2012,31,74.0,14.884306,0.0,279553.0,14.150815,3.4965076,11.861545,13.843567,0.0
57638,2013,31,74.0,15.612915,0.0,597202.13,14.763256,3.4965076,12.669574,14.602631,0.0
57638,2014,31,74.0,15.184359,0.0,513518.22,14.524492,3.4965076,12.631474,14.451661,0.0
57638,2015,31,74.0,14.939375,68537.07,846747.25,14.804788,3.2188759,9.3501024,13.676843,11.13513
57640,2011,31,75.0,14.660125,0.0,594355.63,13.591239,3.2580965,10.87716,13.922651,0.0
57640,2012,31,75.0,14.389826,11900.438,601698.13,13.59525,3.1780539,8.8818359,13.451262,9.3843307
57650,2011,31,74.0,16.683678,568.81201,13993185.0,14.614695,3.1780539,9.0027008,16.462706,0.0
57652,2011,31,74.0,16.683678,568.81201,13955947.0,14.643439,3.4011974,9.6566277,16.455837,0.0
57652,2012,31,74.0,14.788997,544.85022,930834.31,14.055505,3.4011974,6.1047931,13.748257,0.0
57654,2012,31,75.0,13.472278,0.0,26622.828,12.896824,2.9957323,10.126631,12.059273,0.0
57654,2013,31,75.0,15.11214,0.0,205275.48,14.262481,2.9957323,11.50953,14.101855,0.0
57655,2011,31,72.0,15.163228,13064.001,1609960.3,14.094342,3.7612002,10.370612,14.425755,0.0
57655,2012,31,72.0,14.701054,12724.069,1147869.9,13.633234,3.7841897,10.404263,14.076339,0.0
57655,2013,31,72.0,15.054358,0.0,1234093.4,14.111107,3.8501475,10.843494,14.162788,0.0
57655,2014,31,72.0,14.637805,0.0,1001767.8,13.926434,3.8918202,11.198557,13.957856,0.0
57655,2015,31,72.0,14.69831,12865.731,1009313.3,14.277492,3.8066626,9.8910103,13.955256,9.4623222
57657,2011,31,75.0,13.703107,0.0,265339.13,12.834166,3.0910425,9.047821,12.695476,0.0
57657,2012,31,75.0,13.403373,0.0,160641.25,12.732921,2.9957323,9.0825071,12.23692,0.0
57657,2013,31,75.0,13.881173,0.0,244841.14,13.236135,3.0910425,8.6995144,12.484735,0.0
57657,2014,31,75.0,13.813166,0.0,290836.34,13.407948,2.9957323,9.5749836,12.705181,0.0
57657,2015,31,75.0,13.171057,0.0,0.0,13.308444,2.9957323,10.126631,9.9753494,0.0
57660,2011,31,75.0,14.125648,0.0,395656.16,13.121356,3.3322046,10.474608,13.31413,0.0
57660,2012,31,75.0,14.001796,0.0,283976.84,13.294066,3.0910425,10.08843,12.912518,0.0
57660,2013,31,75.0,13.489762,0.0,0.0,13.002068,2.9957323,10.312281,11.524143,0.0
57660,2014,31,75.0,14.778893,0.0,0.0,14.119027,3.0910425,12.27896,14.046196,0.0
57660,2015,31,75.0,14.809319,0.0,0.0,14.023785,3.0910425,12.699036,14.383724,0.0
57662,2011,31,74.0,15.208691,4360.8921,991686.5,14.139805,3.8066626,12.331568,14.471217,0.0
57662,2012,31,74.0,15.194461,4177.1851,721917.94,14.46097,3.8066626,11.76569,14.153722,0.0
57666,2011,31,74.0,14.620904,5138.2686,959749.19,13.552018,3.2188759,10.567695,13.88343,0.0
57666,2012,31,74.0,14.72126,11677.957,1236373.0,13.714736,3.1354942,8.7640533,14.040832,8.7856445
57666,2013,31,74.0,14.194838,259.19733,442217.34,13.392452,2.9957323,8.9871969,13.113816,0.0
57666,2014,31,74.0,14.865905,246.03175,1225608.3,14.206038,3.1780539,9.4263382,14.133207,0.0
57666,2015,31,74.0,14.89633,248.49699,1717665.4,14.110796,3.1780539,9.8463879,14.470736,0.90228933
57676,2012,31,74.0,12.760646,335.991,465.01205,12.38486,2.9957323,8.7342386,10.20244,0.0
57676,2013,31,74.0,13.442671,4619.5654,71074.875,12.948845,3.1354942,9.1160297,11.508734,8.3625431
57676,2014,31,74.0,13.342708,3674.6033,28947.764,13.233829,3.0445225,9.6158056,11.03498,0.0
57676,2015,31,74.0,14.016062,6368.7373,535286.31,13.527514,2.9957323,10.165852,13.350028,7.8988323
57684,2012,31,74.0,13.247561,0.0,674.44495,12.480339,3.0445225,7.6962128,12.265292,0.0
57684,2013,31,74.0,13.528983,10284.281,78350.516,13.025361,3.4339871,8.9618788,11.643304,9.2383718
57684,2014,31,74.0,13.385186,9761.9043,153049.5,13.044121,3.4339871,9.392662,12.133084,0.0
57684,2015,31,74.0,12.893881,9859.7197,99527.383,12.730033,3.1354942,9.0825071,11.707302,4.5830822
57702,2012,31,74.0,14.383531,0.0,0.0,13.65004,2.9957323,10.008748,13.342792,0.0
57702,2013,31,74.0,15.11214,0.0,0.0,14.262481,2.9957323,10.816793,14.101855,0.0
57706,2012,31,74.0,13.884012,13834.656,120423.92,13.402174,3.2580965,9.6158056,12.110351,0.0
57706,2013,31,74.0,14.542912,13001.673,162666.89,14.121449,3.2580965,9.6158056,12.129987,0.0
57706,2014,31,74.0,14.945948,12341.27,1306317.9,14.286081,3.2580965,9.6158056,14.21325,0.0
57706,2015,31,74.0,14.658238,19719.439,1168160.9,14.13979,3.4011974,9.3056507,14.022892,8.9062805
57717,2011,31,74.0,14.446551,0.0,743428.56,13.377665,3.0445225,8.8743076,13.709077,0.0
57717,2012,31,74.0,14.432322,0.0,541194.19,13.69883,3.0445225,8.3094311,13.391582,0.0
57717,2013,31,74.0,15.16093,0.0,1156139.1,14.311271,3.0445225,9.1175671,14.150645,0.0
57717,2014,31,74.0,14.732374,0.0,994133.38,14.072507,3.0445225,9.0795479,13.999676,0.0
57717,2015,31,74.0,14.762798,0.0,1393257.5,13.977265,3.0445225,9.4995708,14.337204,0.0
57720,2011,31,72.0,14.882741,6730.9424,902729.06,14.032552,3.9889841,10.22176,13.842175,0.0
57720,2012,31,72.0,15.438079,3003.4871,3599575.8,13.801664,4.0073333,10.218298,15.129472,0.0
57720,2013,31,72.0,16.14176,2765.4683,3606790.8,15.2921,4.0253515,9.6199303,15.131474,0.0
57720,2014,31,72.0,14.077404,1984.127,0.0,14.00774,4.3174882,10.308952,11.320773,0.0
57720,2015,31,72.0,14.450389,1763.5271,511085.63,14.267048,3.9702919,11.376785,13.310265,0.0
57725,2011,31,74.0,14.446551,0.0,819520.25,13.377665,3.0445225,9.5085917,13.709077,0.0
57725,2012,31,74.0,17.071379,0.0,8352206.5,16.337887,5.6835799,11.581761,16.03064,0.0
57736,2011,31,75.0,14.580082,0.0,621654.0,13.511196,3.1780539,10.458808,13.842607,0.0
57736,2012,31,75.0,14.565852,0.0,452546.38,13.832361,3.1780539,9.8929319,13.525113,0.0
57736,2013,31,75.0,13.959766,29013.379,341811.75,13.043348,2.9957323,11.013402,13.036675,10.275513
57736,2015,31,75.0,14.346004,0.0,156623.56,14.388253,3.1780539,8.4969902,12.329845,0.0
57746,2011,31,71.0,15.149359,16495.549,1212313.8,14.297285,4.6539602,10.404263,14.112181,0.0
57746,2012,31,71.0,14.946321,15800.657,1113624.9,14.121932,4.9416423,10.404263,14.052053,0.0
57746,2013,31,71.0,15.530777,14548.495,1113334.5,14.931334,4.8283138,9.7925558,14.00784,0.0
57746,2014,31,71.0,15.484013,19880.953,1214447.4,15.166902,5.1059456,9.7111158,14.169523,8.5815678
57746,2015,31,71.0,16.824221,20080.16,11284084.0,16.038689,5.1059456,11.354938,16.398628,5.2943444
57752,2011,31,74.0,16.749136,0.0,2523015.5,15.68025,5.3471074,10.434616,16.011662,0.0
57752,2012,31,74.0,16.734907,0.0,1836680.5,16.001415,5.3471074,9.868741,15.694167,0.0
57752,2013,31,74.0,17.463514,0.0,3923654.8,16.613855,5.3471074,10.676785,16.45323,0.0
57752,2014,31,74.0,17.034958,0.0,3373847.0,16.375092,5.3471074,10.638688,16.302261,0.0
57752,2015,31,74.0,17.065384,0.0,4728379.0,16.27985,5.3471074,11.058764,16.63979,0.0
58014,2011,31,75.0,14.311189,0.0,647515.94,13.225821,3.6109178,10.135987,13.591047,0.0
58014,2012,31,75.0,13.863054,0.0,0.0,13.497638,3.2580965,8.9965277,11.173124,0.0
58014,2013,31,75.0,15.374504,0.0,0.0,14.524845,3.2580965,11.568757,14.36422,0.0
58014,2014,31,75.0,14.00783,0.0,125886.91,13.837917,3.1780539,9.6356077,12.128915,0.0
58014,2015,31,75.0,14.89633,0.0,1309244.5,14.110796,3.1780539,11.364484,14.470736,0.0
58848,2015,32,4.0,17.250381,120716.23,22342060.0,15.262325,5.6970935,15.462754,17.184113,0.0
58872,2011,32,78.0,12.803573,12324.261,0.0,12.075747,3.7841897,9.6534863,11.495652,0.0
58872,2012,32,78.0,12.886776,11805.089,0.0,12.297275,3.7612002,9.8351021,11.515909,0.0
58876,2011,32,4.0,15.560911,9575.0029,2337449.0,14.492025,4.1588831,11.665552,14.823438,0.0
58876,2012,32,4.0,15.546681,9171.6455,1701593.6,14.81319,4.1588831,11.09968,14.505942,0.0
58876,2013,32,4.0,16.275291,8444.8164,3635072.0,15.425632,4.1588831,11.907701,15.265006,0.0
58876,2014,32,4.0,15.846734,8015.873,3125702.5,15.186868,4.1588831,11.869599,15.114037,0.0
58876,2015,32,4.0,15.877159,8096.1924,4380608.5,15.091626,4.1588831,12.289679,15.451565,4.3860102
58877,2011,32,4.0,15.636135,11850.251,2742715.5,14.567249,4.2341065,10.963393,14.898661,0.0
58877,2013,32,4.0,16.350513,8996.6553,4434681.5,15.500854,4.2341065,10.112776,15.34023,0.0
58877,2014,32,4.0,15.921958,8539.6826,3813266.5,15.262092,4.2341065,10.074664,15.18926,0.0
58877,2015,32,4.0,15.952383,8625.251,5344216.0,15.166849,4.2341065,10.49474,15.526789,4.4493155
58878,2011,32,4.0,14.620904,6512.8979,1015357.9,13.552018,3.2188759,9.7057076,13.88343,0.0
58878,2012,32,4.0,14.606674,6238.5352,739150.0,13.873183,3.2188759,9.1398106,13.565935,0.0
58878,2013,32,4.0,15.335283,5744.1475,1579029.1,14.485624,3.2188759,9.9478397,14.324999,0.0
58878,2014,32,4.0,16.825916,5142857.0,1176592.6,16.757648,3.3322046,9.9478397,14.048491,15.452002
58878,2015,32,4.0,14.937152,16016.032,1869535.0,14.151618,3.2188759,10.516292,14.511558,0.0
58882,2011,32,4.0,15.650523,4664.2588,2935414.8,14.581637,4.2484951,9.0474682,14.91305,0.0
58882,2012,32,4.0,15.636294,4467.772,2136894.5,14.902802,4.2484951,8.4815664,14.595554,0.0
58882,2013,32,4.0,16.364902,4113.7124,4564994.0,15.515244,4.2484951,9.2896137,15.354618,0.0
58882,2014,32,4.0,15.936346,3904.762,3925318.3,15.27648,4.2484951,9.251482,15.203649,0.0
58882,2015,32,4.0,15.966771,3943.8877,5501254.5,15.181238,4.2484951,9.6715555,15.541177,3.6667805
58894,2011,32,4.0,15.293849,22183.67,1923825.4,14.224962,3.8918202,9.6715555,14.556375,0.0
58894,2012,32,4.0,15.279619,21249.16,1400487.6,14.546127,3.8918202,9.6715555,14.238879,0.0
58894,2013,32,4.0,16.008228,19565.217,2991827.0,15.158568,3.8918202,9.6715555,14.997943,0.0
58894,2014,32,4.0,15.579672,18571.428,2572593.5,14.919805,3.8918202,9.6715555,14.846973,0.0
58894,2015,32,4.0,15.610096,18757.516,3605438.5,14.824563,3.8918202,9.6715555,15.184503,5.2262192
58895,2011,32,1.0,18.569977,0.0094802007,54487732.0,17.501091,6.5510802,10.113059,17.832502,0.0
58895,2012,32,1.0,17.938879,0.0090808375,21404756.0,17.205387,6.5510802,8.9303617,16.89814,0.0
58895,2013,32,1.0,15.11214,0.0083612045,1306469.5,14.262481,2.9957323,6.182085,14.101855,0.0
58895,2014,32,1.0,14.683583,0.0079365084,1123398.9,14.023717,2.9957323,6.1441855,13.950886,0.0
58895,2015,32,1.0,14.714008,0.0080160322,1574421.0,13.928474,2.9957323,6.5638556,14.288414,-9.439455
58904,2011,32,4.0,16.230341,27321.938,4877105.5,15.161456,4.8283138,11.988836,15.492868,0.0
58904,2012,32,4.0,14.383531,26170.973,568061.94,13.65004,2.9957323,9.5903511,13.342792,0.0
58904,2013,32,4.0,15.11214,24096.99,1213536.5,14.262481,2.9957323,10.398397,14.101855,0.0
58904,2014,32,4.0,14.683583,22873.016,1043488.0,14.023717,2.9957323,10.360311,13.950886,0.0
58904,2015,32,4.0,14.714008,23102.205,1462427.6,13.928474,2.9957323,10.780372,14.288414,5.4345489
58910,2011,32,4.0,16.172712,21539.016,4664249.5,15.103827,4.7706847,11.39502,15.435239,0.0
58910,2012,32,4.0,16.158484,20631.662,3395434.8,15.424992,4.7706847,10.829134,15.117743,0.0
58910,2013,32,4.0,16.887093,18996.656,7253582.5,16.037434,4.7706847,11.637168,15.876807,0.0
58910,2014,32,4.0,16.458536,18031.746,6237164.5,15.798669,4.7706847,11.599067,15.725838,0.0
58910,2015,32,4.0,16.48896,18212.426,8741260.0,15.703427,4.7706847,12.019147,16.063366,5.1967258
58962,2012,32,4.0,14.694942,12713.173,846499.44,13.863157,3.8501475,11.486263,13.811173,0.0
58962,2014,32,4.0,15.748294,11904.762,2945160.5,15.088428,4.0604429,11.427923,15.015596,0.0
58962,2015,32,4.0,15.778719,12024.048,4127584.0,14.993186,4.0604429,11.847997,15.353126,4.7815251
59001,2011,32,78.0,16.575462,9527.6016,11730041.0,14.037866,3.8918202,8.9871969,16.438669,0.0
59025,2011,32,1.0,19.671272,23037.531,120047880.0,18.602386,8.2692442,14.512841,18.9338,0.0
59025,2012,32,1.0,19.657043,22067.053,87391288.0,18.923552,8.2692442,13.946965,18.616304,0.0
59025,2013,32,1.0,20.385653,20318.295,186691824.0,19.535994,8.2692442,14.754992,19.375368,0.0
59025,2014,32,1.0,19.957096,19286.254,160531392.0,19.29723,8.2692442,14.716892,19.224398,0.0
59025,2015,32,1.0,18.857473,12367.479,0.0,19.011166,6.4199948,12.007622,15.137436,0.0
