PSID,year,DPROVI,DKABUP,y,CAPITAL,MATERIAL,va,l,k,m,i
28327,2012,35,78.0,14.278899,1325.8022,0.0,13.961719,4.5108595,9.6356077,10.466651,0.0
28327,2013,35,78.0,14.627595,1195.6522,0.0,14.288482,4.5538769,10.23996,10.805994,0.0
28327,2014,35,78.0,14.567553,1134.9207,0.0,14.538596,4.4998097,10.778956,10.863784,0.0
28327,2015,35,78.0,14.404181,1362.7255,0.0,14.556888,4.5538769,9.7808676,10.725202,5.4284892
28334,2011,35,73.0,14.660125,0.0,940539.81,13.591239,3.2580965,10.025573,13.922651,0.0
28334,2012,35,73.0,14.645895,0.0,684685.0,13.912404,3.2580965,9.4596977,13.605156,0.0
28334,2013,35,73.0,15.374504,0.0,1462675.4,14.524845,3.2580965,10.267714,14.36422,0.0
28334,2014,35,73.0,14.945948,0.0,1257716.5,14.286081,3.2580965,10.229621,14.21325,0.0
28334,2015,35,73.0,14.976373,0.0,1762664.0,14.190839,3.2580965,10.649701,14.550778,0.0
28339,2011,35,15.0,15.527751,22657.68,4350638.0,13.384365,3.8286414,10.268929,15.323471,0.0
28339,2012,35,15.0,15.21644,21703.201,1380647.4,14.482948,3.8286414,8.2136526,14.175701,0.0
28339,2013,35,15.0,19.258169,6321.0703,23660640.0,18.819534,3.6109178,11.552146,16.984879,0.0
28342,2011,35,73.0,14.39776,0.0,123924.16,13.328875,2.9957323,10.938539,13.660286,0.0
28342,2012,35,73.0,14.383531,0.0,90213.227,13.65004,2.9957323,10.372679,13.342792,0.0
28342,2013,35,73.0,15.11214,0.0,192720.14,14.262481,2.9957323,11.180693,14.101855,0.0
28342,2014,35,73.0,14.683583,0.0,165714.81,14.023717,2.9957323,11.142601,13.950886,0.0
28342,2015,35,73.0,14.714008,0.0,232246.31,13.928474,2.9957323,11.562668,14.288414,0.0
28344,2011,35,25.0,16.690296,0.0,7608639.0,15.621409,5.2882671,12.086145,15.952822,0.0
28344,2014,35,25.0,16.976118,0.0,10174485.0,16.316252,5.2882671,12.290194,16.24342,0.0
28344,2015,35,25.0,17.006542,0.0,14259336.0,16.22101,5.2882671,12.710273,16.58095,0.0
28345,2013,35,25.0,14.993839,0.0,2249176.3,13.094575,4.2904596,7.7832241,14.634272,0.0
28348,2011,35,25.0,16.129416,0.0,4306577.5,15.06053,4.7273879,10.325154,15.391942,0.0
28348,2012,35,25.0,16.115187,0.0,3135060.8,15.381695,4.7273879,9.7595015,15.074448,0.0
28348,2013,35,25.0,16.843796,0.0,6697352.0,15.994136,4.7273879,10.567514,15.833511,0.0
28348,2014,35,25.0,16.415239,0.0,5758876.5,15.755373,4.7273879,10.529426,15.682541,0.0
28348,2015,35,25.0,16.445663,0.0,8070949.0,15.660131,4.7273879,10.94949,16.020069,0.0
28351,2011,35,25.0,16.853067,4958.145,9661374.0,15.784181,5.4510384,10.94949,16.115593,0.0
28351,2012,35,25.0,16.838837,4749.2778,7033194.0,16.105345,5.4510384,10.94949,15.798098,0.0
28351,2013,35,25.0,17.567446,4372.9097,15024836.0,16.717787,5.4510384,10.94949,16.557161,0.0
28352,2012,35,25.0,11.890504,1834.3292,0.0,11.525566,3.1354942,7.5315523,9.1940098,0.0
28356,2011,35,15.0,16.412664,0.0,5646813.0,15.343778,5.0106354,11.930872,15.67519,0.0
28356,2012,35,15.0,16.398434,0.0,4110712.0,15.664943,5.0106354,11.364994,15.357695,0.0
28356,2013,35,15.0,17.127043,0.0,8781612.0,16.277384,5.0106354,12.173028,16.116758,0.0
28356,2014,35,15.0,16.698486,0.0,7551076.5,16.03862,5.0106354,12.134926,15.965789,0.0
28356,2015,35,15.0,16.72891,0.0,10582682.0,15.943377,5.0106354,12.555002,16.303318,0.0
28361,2011,35,78.0,13.725685,0.0,28152.098,13.214761,3.8286414,9.1343231,11.383223,0.0
28361,2012,35,78.0,13.904632,0.0,19328.174,13.506707,3.713572,10.746692,11.576935,0.0
28361,2013,35,78.0,13.984459,0.0,18620.078,13.564653,3.713572,10.783321,11.556819,0.0
28361,2014,35,78.0,14.005083,0.0,17059.178,13.917991,3.7376697,11.216674,11.475237,0.0
28361,2015,35,78.0,13.890773,0.0,15707.533,13.982164,3.7376697,10.34859,11.44458,0.0
28362,2011,35,73.0,13.652494,12276.859,263050.81,12.776464,3.5553482,9.637763,12.656882,0.0
28362,2012,35,73.0,14.943147,11759.685,914038.88,14.209655,3.5553482,9.9756689,13.902408,0.0
28362,2013,35,73.0,14.023992,21906.355,437552.81,13.087921,3.6109178,9.0671625,13.124166,9.2249012
28362,2014,35,73.0,13.792509,6769.8413,292874.38,13.401727,3.6888795,8.2532272,12.654628,0.0
28362,2015,35,73.0,13.750669,83326.656,420906.28,13.318758,3.5553482,10.043249,13.021013,11.245789
28366,2013,35,25.0,14.19385,0.0,1010647.3,12.300974,4.2195077,7.0900769,13.832629,0.0
28366,2014,35,25.0,15.814985,0.0,3526303.3,15.155119,4.1271343,7.4972072,15.082288,0.0
28366,2015,35,25.0,15.84541,0.0,4942043.0,15.059877,4.1271343,7.917172,15.419816,0.0
28373,2012,35,73.0,14.383531,7627.9033,482878.63,13.65004,2.9957323,7.231287,13.342792,0.0
28373,2013,35,73.0,15.11214,7023.4116,1031561.6,14.262481,2.9957323,8.0394802,14.101855,0.0
28373,2014,35,73.0,14.683583,6666.6665,887012.31,14.023717,2.9957323,8.0013552,13.950886,0.0
28373,2015,35,73.0,14.714008,6733.4668,1243130.4,13.928474,2.9957323,8.4213428,14.288414,4.2017074
28376,2011,35,74.0,14.903073,2254.989,1010519.8,14.047657,4.5849676,7.6207051,13.871861,0.0
28377,2012,35,25.0,13.640347,1489.2573,536654.06,12.281717,3.1354942,7.6207051,13.211467,0.0
28386,2012,35,25.0,12.509778,1616.389,0.0,12.186135,3.5263605,7.5766096,8.9470415,0.0
28396,2011,35,78.0,14.39776,0.0,762226.44,13.328875,2.9957323,8.5934134,13.660286,0.0
28396,2012,35,78.0,14.383531,0.0,554878.31,13.65004,2.9957323,8.0281286,13.342792,0.0
28396,2013,35,78.0,15.11214,0.0,1185372.8,14.262481,2.9957323,8.8359375,14.101855,0.0
28396,2014,35,78.0,14.683583,0.0,1019270.8,14.023717,2.9957323,8.7978506,13.950886,0.0
28396,2015,35,78.0,14.714008,0.0,1428487.6,13.928474,2.9957323,9.2178125,14.288414,0.0
28404,2011,35,15.0,16.840107,17377.445,9288123.0,15.771222,5.4380794,9.961709,16.102634,0.0
28404,2012,35,15.0,16.825878,16645.402,6761477.5,16.092386,5.4380794,9.3958235,15.785139,0.0
28410,2014,35,73.0,14.057669,13738.096,677398.81,13.219316,3.4965076,9.4813595,13.487405,0.0
28410,2015,35,73.0,15.214784,13875.752,2490017.3,14.42925,3.4965076,9.9077282,14.789189,4.9247599
30154,2014,35,14.0,17.819078,289988.03,13915434.0,17.159212,6.1312265,12.257772,17.08638,0.0
30154,2015,35,14.0,17.849503,292893.72,19502200.0,17.063969,6.1312265,12.677847,17.423908,7.9744253
31557,2011,35,77.0,12.691321,6920.5464,130333.79,11.694488,3.0910425,8.2514029,11.870564,0.0
31557,2012,35,77.0,14.478841,6629.0112,624928.31,13.74535,3.0910425,8.9113951,13.438102,0.0
31557,2013,35,77.0,13.185499,8277.5918,171117.13,12.394186,3.1780539,8.9113951,12.086642,7.40767
31557,2014,35,77.0,12.961492,8650.7939,162666.05,12.428433,3.1780539,8.3721676,12.071116,5.9221201
31557,2015,35,77.0,12.918074,8817.6357,169690.02,12.526577,2.9957323,6.7056389,12.137961,5.1170459
31727,2011,51,2.0,15.089086,5839.8037,698216.75,14.428936,5.7037826,9.6803436,13.574956,0.0
31727,2012,51,2.0,14.997787,5448.5024,682875.56,14.423995,5.57973,10.308952,13.579638,0.0
31727,2013,51,2.0,14.935111,3971.572,222917.03,14.49638,5.480639,10.532096,12.662549,0.0
31727,2014,51,2.0,14.732028,4563.4922,163118.95,14.624013,5.480639,10.491274,12.416454,6.3833718
31727,2015,51,2.0,14.423909,4448.8979,153044.2,14.475574,5.4638319,10.491274,12.339851,0.0
31816,2011,51,3.0,14.52595,11055.725,775532.63,13.567379,4.4067192,9.7111158,13.655234,0.0
31816,2012,51,3.0,14.805788,10589.991,502284.03,14.259683,4.3438053,9.7111158,13.296395,0.0
31816,2013,51,3.0,14.427601,9750.7607,460495.19,13.704341,4.2195077,9.7111158,13.206491,0.0
31816,2014,51,3.0,14.899767,9826.2383,416025.03,14.714975,4.2046928,9.7111158,13.099517,4.3238349
31816,2015,51,3.0,14.592216,9924.6973,407843.31,14.533387,4.1108737,9.7111158,13.087145,4.5896401
31850,2011,51,71.0,16.343245,0.0,4414135.5,15.301372,5.6664267,11.284091,15.576047,0.0
31850,2012,51,71.0,15.62261,49015.684,1817011.5,14.716242,4.7957907,11.052492,14.835135,10.799895
31850,2013,51,71.0,15.834863,516.78094,3532551.3,14.402574,4.59512,10.387856,15.308837,0.0
31850,2014,51,71.0,15.760948,33586.785,3446338.0,14.67587,4.6249728,11.488213,15.34577,10.406382
31850,2015,51,71.0,15.609212,31414.205,2878954.5,14.886093,4.6249728,11.684902,15.143001,0.0
31851,2011,51,3.0,13.715863,15964.657,51202.559,13.115226,3.0445225,9.1413116,11.960176,0.0
31858,2011,51,3.0,16.346146,34231.422,322657.13,15.80319,5.2257466,11.314474,14.260834,0.0
31858,2012,51,3.0,15.792537,23708.941,1178211.0,15.263051,5.2257466,11.314474,14.22272,0.0
31858,2013,51,3.0,15.772369,9280.9365,2200246.8,14.901784,4.7449322,11.314474,14.790884,0.0
31858,2014,51,3.0,15.520093,16966.818,1934039.0,14.873652,4.0430512,11.314474,14.772703,8.9471407
31858,2015,51,3.0,15.508836,7381.4668,2503078.8,14.814447,4.4067192,11.314474,15.022452,0.0
31860,2011,51,71.0,14.310589,0.0,452945.28,13.55745,4.5849676,8.1315308,13.067069,0.0
31860,2012,51,71.0,14.673443,17301.828,359829.72,14.187642,4.4659081,8.7011805,12.918817,9.7585678
31860,2013,51,71.0,14.652412,17323.229,376898.78,14.101841,4.5643482,9.0196638,12.965161,3.0634091
31860,2014,51,71.0,15.011853,345.95239,856460.5,14.629213,4.5849676,11.656471,13.856507,0.0
31860,2015,51,71.0,14.403124,0.0,216152.34,14.317383,4.3307333,11.583309,12.993264,0.0
31882,2011,51,3.0,14.766687,15754.576,353417.75,14.198406,3.0910425,8.7144032,12.841964,0.0
31924,2011,51,3.0,15.453302,10214.546,1705866.4,14.531482,4.8121843,10.362462,14.530154,0.0
31924,2012,51,3.0,16.199984,9784.248,3200039.0,15.466492,4.8121843,10.083932,15.159244,0.0
31925,2011,51,71.0,14.313828,9688.0537,1100310.4,12.653824,3.4965076,10.49244,13.966609,0.0
31925,2014,51,71.0,14.03947,5729.5635,824275.31,12.85557,3.4965076,10.427565,13.671469,0.0
31925,2015,51,71.0,13.847798,5610.6211,603801.75,13.143381,3.4011974,10.383039,13.368569,0.0
31942,2011,51,71.0,14.190132,150.21378,534182.38,13.161822,4.3040652,10.845212,13.407355,0.0
31942,2012,51,71.0,14.219601,143.88586,539108.69,13.365291,3.8918202,10.557556,13.366677,0.0
31942,2013,51,71.0,14.762722,204.03011,1106428.1,13.690923,4.0253515,10.026899,14.0001,4.0967455
31942,2014,51,71.0,14.078223,13584.238,289709.38,13.725306,3.8918202,10.14152,12.855089,9.5015316
31942,2015,51,71.0,13.63153,458.98999,165410.75,13.441874,3.8918202,11.898188,12.505819,0.0
31943,2011,51,3.0,15.62239,67309.422,4805310.0,13.534685,4.0253515,9.5819035,15.405763,0.0
31943,2012,51,3.0,15.277751,78095.203,32449.678,14.953678,3.9512436,9.4589958,11.729555,9.285984
31943,2013,51,3.0,15.326036,80476.586,1360271.3,14.55668,3.9120231,9.6860151,14.190229,7.7754364
31943,2014,51,3.0,15.332879,85079.367,27663.041,15.30373,3.8918202,10.043249,11.636723,8.4344158
31943,2015,51,3.0,15.199501,90821.641,31928.689,15.34616,3.7376697,10.043249,11.740829,8.6556101
31954,2011,51,71.0,13.771037,29823.289,389516.5,12.742448,3.8501475,9.9241724,12.988585,0.0
31954,2012,51,71.0,14.108133,27509.488,584960.31,12.871898,3.8066626,9.852457,13.608176,0.0
31954,2013,51,71.0,14.187731,1570.3177,542180.19,12.861694,3.8286414,10.038673,13.60575,0.0
31954,2014,51,71.0,14.075841,1014.6826,694015.63,13.136179,3.7612002,10.404263,13.576897,0.0
31954,2015,51,71.0,13.375346,1000.481,242293.56,13.02749,2.9957323,10.404263,12.535191,0.0
31973,2011,51,3.0,13.915693,39342.832,617861.31,12.623979,3.2188759,9.2433882,13.371852,0.0
31973,2012,51,3.0,13.876568,2497.2302,422415.53,13.003666,3.1780539,9.0041771,13.047909,0.0
31973,2013,51,3.0,13.599035,2299.3311,265168.16,12.721438,3.1354942,9.1039791,12.626884,0.0
31973,2014,51,3.0,13.216801,2182.5398,198580.91,12.6757,2.9957323,9.4917526,12.337848,0.0
31973,2015,51,3.0,14.714008,2204.4089,1396554.8,13.928474,2.9957323,10.346216,14.288414,3.0850766
31976,2011,51,71.0,14.553122,4360.8921,610701.31,13.753699,4.0430512,10.445812,13.413995,0.0
31976,2012,51,71.0,14.685304,4767.4395,546145.13,14.09089,4.0073333,10.085809,13.32863,6.0077004
31976,2014,51,71.0,15.376731,3730.1587,1623186.0,14.716865,3.6888795,11.917664,14.644032,0.0
31976,2015,51,71.0,15.407155,3767.5352,2274863.0,14.621622,3.6888795,12.337737,14.981562,3.6210413
31994,2011,51,71.0,13.182446,0.0,112048.89,12.426392,3.0910425,9.1312971,11.945986,0.0
31994,2012,51,71.0,13.389441,0.0,20510.227,13.011045,3.0910425,8.9632883,10.861618,0.0
31994,2013,51,71.0,14.239312,0.0,285599.13,13.654657,3.0910425,8.585412,12.670258,0.0
31994,2014,51,71.0,13.185818,0.0,268198.94,12.36195,3.0910425,8.0709057,12.604296,0.0
31994,2015,51,71.0,13.186753,1466.9338,258173.47,12.655915,3.0910425,9.7763929,12.563592,7.2909298
31998,2011,51,71.0,15.441265,49120.57,2121559.5,14.284879,4.6728287,10.751906,14.789614,0.0
31998,2012,51,71.0,15.182786,37610.676,1553536.1,13.714958,4.4067192,10.357013,14.806983,0.0
31998,2013,51,71.0,14.878037,39612.703,557059.31,14.25581,4.0775375,9.676712,13.421032,7.6019158
31998,2014,51,71.0,14.234196,47763.977,546637.19,13.44786,3.8918202,10.613418,13.622103,9.005929
31998,2015,51,71.0,14.558536,216.05611,726633.25,13.782193,3.871201,10.494214,14.127218,0.0
32018,2011,51,71.0,13.463083,7897.0068,84433.953,12.881616,4.0430512,9.3471413,11.611403,0.0
32018,2012,51,71.0,13.621245,8209.0771,80093.0,13.174038,3.9702919,9.0337229,11.659761,5.7432284
32018,2013,51,71.0,13.689329,7642.1406,67948.289,13.228648,3.8918202,9.1178961,11.567966,0.0
32018,2014,51,71.0,13.371408,7460.3174,53506.184,13.227967,3.6375861,9.2272959,11.331573,0.0
32018,2015,51,71.0,13.25969,8865.7314,49774.117,13.29418,3.6375861,9.1868668,11.295775,7.2480874
32022,2011,51,71.0,14.272951,8740.9531,758931.81,13.079631,3.6888795,9.5879545,13.653392,0.0
32022,2012,51,71.0,14.833006,8462.7773,440192.5,14.326083,3.7612002,10.308952,13.173012,0.0
32022,2013,51,71.0,15.422503,7763.6206,496163.63,14.861002,3.0445225,9.3056507,13.775145,0.0
32022,2014,51,71.0,14.067472,0.0,505480.03,13.475973,3.4339871,9.4408169,13.255355,0.0
32022,2015,51,71.0,14.917614,6813.6274,1566930.8,14.396895,3.4965076,7.7406645,14.284523,8.8266802
32511,2011,52,71.0,12.902645,128224.45,173483.58,11.890909,3.0910425,8.0063677,12.100196,0.0
32511,2012,52,71.0,12.580373,5766.332,82885.734,11.900169,3.1780539,8.2791901,11.434975,0.0
32511,2013,52,71.0,13.541216,18896.322,101327.53,13.043362,3.1780539,8.3187418,11.627462,9.4826546
32511,2014,52,71.0,13.071456,26325.396,113073.66,12.659133,3.2188759,9.5494518,11.977712,8.9131565
32511,2015,52,71.0,13.291827,27038.076,104521.13,13.244901,3.2188759,9.3770409,11.740657,6.5690322
32512,2011,52,71.0,13.960083,8330.7266,421871.84,13.063744,3.0910425,8.5796041,12.997672,0.0
32512,2012,52,71.0,13.358176,46597.293,70524.758,12.866456,3.0445225,9.7468338,11.63119,10.552332
32512,2013,52,71.0,13.435674,1166.5719,50484.199,12.953884,3.0445225,9.7699566,11.438361,0.0
32512,2014,52,71.0,13.215796,1191.2699,45803.891,13.04369,3.0445225,10.736397,11.348949,3.2067223
32512,2015,52,71.0,13.158815,2700.8577,43459.133,13.174038,3.0445225,10.800942,11.312425,7.319592
33837,2012,75,2.0,13.797456,3902.49,248266.75,13.20157,6.2245584,7.6962128,12.444983,0.0
33846,2012,75,2.0,13.602019,3405.314,121225.27,13.14134,4.6051702,6.4614682,11.718634,0.0
34385,2011,73,71.0,14.493071,31201.709,914094.19,13.424185,3.0910425,7.4000096,13.755597,0.0
34385,2012,73,71.0,17.485872,29887.307,13459902.0,16.752382,6.0980744,9.840867,16.445133,0.0
34385,2013,73,71.0,18.214481,27518.813,28754052.0,17.364822,6.0980744,10.648895,17.204197,0.0
34385,2014,73,71.0,17.785925,26121.031,24724852.0,17.126059,6.0980744,10.610808,17.053228,0.0
34385,2015,73,71.0,17.816351,26382.766,34651384.0,17.030817,6.0980744,11.030882,17.390757,5.5673304
34389,2012,73,71.0,15.125468,35100.16,1283771.4,14.391976,3.7376697,8.6753931,14.084729,0.0
34389,2013,73,71.0,15.854077,32318.563,2742487.8,15.004417,3.7376697,9.4834929,14.843793,0.0
34389,2014,73,71.0,15.425521,30676.984,2358192.8,14.765655,3.7376697,9.4454126,14.692822,0.0
34389,2015,73,71.0,15.455946,30984.369,3304960.3,14.670412,3.7376697,9.8654737,15.030352,5.7281003
35032,2011,31,75.0,15.537476,0.0,837767.0,14.915737,5.1119876,11.246,13.875956,0.0
35032,2012,31,75.0,15.716594,0.0,958421.81,15.225857,5.1239638,11.087635,13.985081,0.0
35032,2013,31,75.0,17.240372,0.0,9047955.0,16.390713,5.1239638,12.713766,16.230087,0.0
35032,2014,31,75.0,16.811815,0.0,7780099.0,16.151949,5.1239638,12.675667,16.079117,0.0
35032,2015,31,75.0,16.842239,0.0,10903652.0,16.056707,5.1239638,13.095744,16.416645,0.0
35056,2011,31,72.0,13.977228,0.0,0.0,13.434378,4.3694477,10.596635,11.891183,0.0
35056,2012,31,72.0,14.388332,4856.5679,0.0,14.022079,4.59512,10.103444,11.709738,8.4880877
35056,2013,31,72.0,16.210752,4471.6973,0.0,15.361093,4.0943446,12.968284,15.200468,0.0
35079,2011,31,75.0,20.489367,638487.5,471965248.0,18.301504,8.3485374,14.618152,20.294365,0.0
35079,2012,31,75.0,20.342632,570121.75,462879936.0,18.156759,8.5002508,14.618152,20.17345,0.0
35079,2013,31,75.0,21.142433,658650.94,635021504.0,19.962931,8.5592947,14.618152,20.466034,11.391088
35079,2014,31,75.0,20.787306,508373.03,573940288.0,19.697298,8.4113884,14.618152,20.374649,0.0
35079,2015,31,75.0,20.129663,513466.97,293520096.0,19.344131,8.4113884,14.618152,19.704071,8.5358067
35084,2011,31,75.0,15.877303,0.0,4783685.0,14.457745,4.4773369,10.896739,15.41471,0.0
35084,2012,31,75.0,15.865135,0.0,2650894.5,15.131644,4.4773369,9.426177,14.824396,0.0
35359,2014,32,73.0,14.022436,2912.6191,608506.88,13.1204,3.0445225,11.143932,13.498425,0.0
35374,2011,32,73.0,14.537522,0.0,832087.25,13.468637,3.1354942,9.3712683,13.800049,0.0
35374,2012,32,73.0,14.523293,0.0,605735.0,13.789802,3.1354942,8.8053751,13.482553,0.0
35374,2013,32,73.0,15.251902,0.0,1294017.3,14.402243,3.1354942,9.6133356,14.241617,0.0
35374,2014,32,73.0,14.823345,0.0,1112691.6,14.163479,3.1354942,9.5752611,14.090648,0.0
35374,2015,32,73.0,14.85377,0.0,1559414.8,14.068237,3.1354942,9.9953375,14.428176,0.0
35381,2011,36,3.0,18.435535,408424.44,45755892.0,17.36665,7.0335064,8.4046965,17.698061,0.0
35381,2012,36,3.0,18.421305,391219.16,33308930.0,17.687813,7.0335064,7.8387375,17.380566,0.0
35381,2013,36,3.0,19.149914,360216.03,71157040.0,18.300255,7.0335064,8.6469927,18.139629,0.0
35381,2014,36,3.0,18.721357,341919.31,61186060.0,18.061491,7.0335064,8.60886,17.988659,0.0
35381,2015,36,3.0,18.751783,345345.38,85751032.0,17.966249,7.0335064,9.0289383,18.326189,8.1391668
35384,2011,36,74.0,17.091963,0.0,7205317.5,16.320343,6.5294189,12.557901,15.892025,0.0
35384,2012,36,74.0,16.484501,13257.941,998618.75,16.072807,6.6656837,11.942192,14.275276,9.4923515
35384,2013,36,74.0,18.782091,12207.283,32955168.0,17.932432,6.6656837,14.686326,17.771807,0.0
35384,2014,36,74.0,18.353535,11587.23,28337280.0,17.693668,6.6656837,14.648226,17.620836,0.0
35384,2015,36,74.0,18.383959,11703.335,39714128.0,17.598427,6.6656837,15.068302,17.958366,4.7544904
35385,2011,32,73.0,15.163228,18386.85,1814204.5,14.094342,3.7612002,7.0925736,14.425755,0.0
35385,2012,32,73.0,14.383531,17612.285,614272.94,13.65004,2.9957323,5.7620516,13.342792,0.0
35392,2011,32,4.0,16.111559,19955.822,4655970.0,15.042672,4.7095304,10.239138,15.374084,0.0
